O,WR.Z,2,Tyquan Thornton,Jalen Royals,R:Jason Brownlee,R:Jeff Caldwell:UDFA
O,WR.X,2,Xavier Worthy,Nikko Remigio,R:Andrew Armstrong,R:Omari Evans:UDFA
O,WR.S,2,Rashee Rice,Cyrus Allen:5,R:Jimmy Holiday,R:Jacob De Jesus:UDFA
O,LT,2,Josh Simmons,Esa Pole,R:Ethan Driskell
O,LG,2,Kingsley Suamataia,C.J. Hanson
O,C,2,Creed Humphrey,Hunter Nourzad,R:Pete Nygra:UDFA
O,RG,2,Trey Smith,Mike Caliendo,R:Josh Thompson:UDFA
O,RT,2,Jaylon Moore,Wanya Morris,R:Chukwuebuka Godrick,R:Matt Waletzko
O,TE,4,TRAVIS KELCE,Noah Gray,Jared Wiley,Jake Briningstool,R:Tre Watson,R:John Michael Gyllenborg:UDFA
O,QB,3,PATRICK MAHOMES,Justin Fields:FA,Garrett Nussmeier:7,R:Chris Oladokun,R:Jake Haener
O,RB,4,Kenneth Walker:FA,Brashard Smith,Emmett Johnson:5,Emari Demercado:FA,R:Jaydn Ott:UDFA,R:EJ Smith:UDFA
D,LDE,2,George Karlaftis,R Mason Thomas:2,R:Tyreke Smith,R:Ethan Hurkett:UDFA,R:Anthony Dunn Jr.:UDFA
D,DT.3T,2,CHRIS JONES,Peter Woods:1,R:Marcus Harris,R:Damon Payne:UDFA,R:Amari McNeill:UDFA
D,DT.1T,2,Khyiris Tonga:FA,Omarr Norman-Lott,R:Zacch Pickens,R:Cole Brevard:UDFA
D,RDE,2,Ashton Gillotte,Felix Anudike-Uzomah,R:Ethan Downs,R:Vincent Anthony Jr.:UDFA
D,LB.W,2,DRUE TRANQUILL,Jeffrey Bassa,R:Cole Christiansen,R:Kam Arnold
D,LB.M,3,Nick Bolton,Jack Cochrane,Cooper McDonald,R:Brandon George,R:Wesley Bissainthe:UDFA
D,CB.L,2,Nohl Williams,Kaiir Elam:FA,R:Melvin Smith Jr.,R:D'Arco Perkins-McAllister:UDFA
D,S.S,2,Chamarri Conner,Jaden Hicks,R:Tanner McCalister,R:DeShon Singleton:UDFA
D,S.F,2,Alohi Gilman:FA,Chris Roland-Wallace,R:Xavier Nwankpa:UDFA
D,CB.R,2,Mansoor Delane:1,Kristian Fulton,R:Zelmar Vedder:UDFA,R:Bryce Phillips:UDFA
D,CB.N,2,Kader Kohou:FA,Jadon Canady:4,R:Kevin Knowles
S,P,1,Matt Araiza
S,K,1,HARRISON BUTKER
S,LS,1,JAMES WINCHESTER
